legacyPath,legacyStatus,auditClassification,cutoverDecision,targetPath,confidence,title,notes
/4-tips-for-diversifying-your-diet-on-a-budget/,200,preserve_or_map,redirect_to_react_route,/magazine/4-tips-for-diversifying-your-diet-on-a-budget,high,4 Tips for Diversifying your Diet on a Budget | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/5-cultural-destinations-worth-visiting-in-nairobi/,200,preserve_or_map,redirect_to_react_route,/magazine/5-cultural-destinations-worth-visiting-in-nairobi,high,5 Cultural Destinations Worth Visiting In Nairobi | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/5-golden-rules-of-traversing-downtown-nairobi-ft-melodica-music-store/,200,preserve_or_map,redirect_to_react_route,/magazine/5-golden-rules-of-traversing-downtown-nairobi-ft-melodica-music-store,high,"The 5 Golden Rules of Traversing Downtown Nairobi, Featuring Melodica Music Stores | WAKILISHA",Legacy article/page slug has a matching React magazine route.
/5-ideas-to-make-christmas-2020-better/,200,preserve_or_map,redirect_to_react_route,/magazine/5-ideas-to-make-christmas-2020-better,high,5 Ideas to Make Christmas in Isolation Better | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/5-kenyan-artists-to-follow/,200,preserve_or_map,redirect_to_react_route,/magazine/5-kenyan-artists-to-follow,high,5 Kenyan Artists to Follow | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/5-kenyan-artists-to-look-out-for-in-2025/,200,preserve_or_map,redirect_to_react_route,/magazine/5-kenyan-artists-to-look-out-for-in-2025,high,5 Kenyan Artists To Look Out For In 2025 | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/5-kenyan-music-events-you-should-attend-at-least-once/,200,preserve_or_map,redirect_to_react_route,/magazine/5-kenyan-music-events-you-should-attend-at-least-once,high,5 Kenyan Music Events You Should Attend At Least Once | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/5-kenyan-music-podcasts-you-should-listen-to/,200,preserve_or_map,redirect_to_react_route,/magazine/5-kenyan-music-podcasts-you-should-listen-to,high,5 Kenyan Music Podcasts You Should Listen To | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/5-reasons-why-you-should-wear-a-mask/,200,preserve_or_map,redirect_to_react_route,/magazine/5-reasons-why-you-should-wear-a-mask,high,5 Reasons Why You Should Wear A Mask | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/8-kenyan-artists-making-waves-in-2021/,200,preserve_or_map,redirect_to_react_route,/magazine/8-kenyan-artists-making-waves-in-2021,high,8 Kenyan Artists Making Waves in 2021 | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/a-bad-memory-recorder-practice-and-female-friendships/,200,preserve_or_map,redirect_to_react_route,/magazine/a-bad-memory-recorder-practice-and-female-friendships,high,"A bad memory, recorder practice, and female friendships | WAKILISHA",Legacy article/page slug has a matching React magazine route.
/about/,200,preserve_or_map,native_react_route,/about,high,About | WAKILISHA,Exact route exists in current React prerender output.
/account/,200,preserve_or_map,manual_review,/account,medium,Account | WAKILISHA,Known legacy static/account route needs explicit React route or redirect decision.
/acumen-and-dominion-why-wakadinali-only-sit-in-the-cockpit-of-entertainment/,200,preserve_or_map,redirect_to_react_route,/magazine/acumen-and-dominion-why-wakadinali-only-sit-in-the-cockpit-of-entertainment,high,Acumen and Dominion: Why Wakadinali only sit in the cockpit of entertainment | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/admin/,404,legacy_404,intentional_404,,high,Oh no! The page you want is still being created. You could wait here till it&#039;s done or you can do something else… |…,Already 404 on legacy site. Preserve as intentional 404 unless product decides otherwise.
/affordable-art-show-2023/,200,preserve_or_map,redirect_to_react_route,/magazine/affordable-art-show-2023,high,The 2023 Affordable Art Show Promises You More Art | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/african-renaissance-through-music-part-ii/,200,preserve_or_map,redirect_to_react_route,/magazine/african-renaissance-through-music-part-ii,high,African Renaissance Through Music – Part II | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/african-renaissance-through-music/,200,preserve_or_map,redirect_to_react_route,/magazine/african-renaissance-through-music,high,African Renaissance Through Music – Part I | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/africas-online-gossip-enterprise-and-its-place-in-the-entertainment-industry/,200,preserve_or_map,redirect_to_react_route,/magazine/africas-online-gossip-enterprise-and-its-place-in-the-entertainment-industry,high,Africa&#039;s Online Gossip Enterprise and its Role in the Entertainment Industry | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/ai-could-take-my-job-and-maybe-thats-a-good-thing/,200,preserve_or_map,redirect_to_react_route,/magazine/ai-could-take-my-job-and-maybe-thats-a-good-thing,high,AI Could Take My Job and Maybe That&#039;s a Good Thing | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/ai-for-all/,200,preserve_or_map,redirect_to_react_route,/magazine/ai-for-all,high,AI For All | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-58-flava-by-buruklyn-boyz/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-58-flava-by-buruklyn-boyz,high,Album Review: 58 Flava by Buruklyn Boyz | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-alusa-why-are-you-topless/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-alusa-why-are-you-topless,high,Album Review: Alusa Why Are You Topless? | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-alusa-why-are-you-topless/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/album-review-dusk-to-dawn-by-serro/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-dusk-to-dawn-by-serro,high,Album Review: Dusk to Dawn by Serro | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-labor-of-love-zaituni-wambui/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-labor-of-love-zaituni-wambui,high,Album Review: Labor of Love by Zaituni Wambui | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-love-hate-pt-1/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-love-hate-pt-1,high,Album Review: Love / Hate Pt. 1 | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-love-letters-3-by-caleb-awiti/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-love-letters-3-by-caleb-awiti,high,Album Review: Love Letters 3 by Caleb Awiti | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-mauru-unit/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-mauru-unit,high,Album Review: Mauru Unit | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-maybe-ii-by-xenia-manasseh-and-ukweli/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-maybe-ii-by-xenia-manasseh-and-ukweli,high,Album Review: Maybe II by Xenia Manasseh and Ukweli | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-mtoto-wa-khadija-by-mejja/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-mtoto-wa-khadija-by-mejja,high,Album Review: Mtoto wa Khadija by Mejja | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-now-its-experience-talking-blinky-bill-muthoni-drummer-queen/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-now-its-experience-talking-blinky-bill-muthoni-drummer-queen,high,Album Review: Now It&#039;s Experience Talking by Blinky Bill and Muthoni Drummer Queen | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-sumbua-by-lil-maina/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-sumbua-by-lil-maina,high,Album Review: Sumbua by Lil Maina | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-sumbua-by-lil-maina/feed/,200,asset_or_non_html,ignore_for_html_cutover,,high,,Not an HTML content route for React cutover.
/album-review-sweetest-time-by-maya-amolo/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-sweetest-time-by-maya-amolo,high,Album Review: Sweetest Time by Maya Amolo | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-the-lion-of-sudah/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-the-lion-of-sudah,high,Album Review: The Lion Of Sudah | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-time2023-by-h_art-the-band/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-time2023-by-h_art-the-band,high,Album Review: Time(2023) by H_art the Band | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-victims-of-madness-2-0/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-victims-of-madness-2-0,high,Album Review: Victims of Madness 2.0 | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-review-we-dont-need-money-to-be-rich-by-mutoriah/,200,preserve_or_map,redirect_to_react_route,/magazine/album-review-we-dont-need-money-to-be-rich-by-mutoriah,high,Album Review: We Don&#039;t Need Money To Be Rich by Mutoriah | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/album-reviews/,200,preserve_or_map,manual_review,/magazine,low,Album Reviews | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
/all-that-glitters/,200,preserve_or_map,redirect_to_react_route,/magazine/all-that-glitters,high,All that glitters | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/anyango-mpinga-leading-the-way-for-kenyan-fashion-designers/,200,preserve_or_map,redirect_to_react_route,/magazine/anyango-mpinga-leading-the-way-for-kenyan-fashion-designers,high,Anyango Mpinga is leading the way for Kenyan fashion designers | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/art-design/,200,preserve_or_map,manual_review,/magazine,low,Art &amp; Design | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
/art-guide-mapping-nairobi-cultural-hotspots/,200,preserve_or_map,redirect_to_react_route,/magazine/art-guide-mapping-nairobi-cultural-hotspots,high,Art Guide: Mapping Nairobi&#039;s Cultural Hotspots | WAKILISHA,Legacy article/page slug has a matching React magazine route.
/art/,200,preserve_or_map,manual_review,/magazine,low,Art | WAKILISHA,"Legacy WordPress section/archive route. Decide whether to rebuild the archive, redirect to a React section, or intentionally retire it."
/artist/4mr-frank-white/,200,preserve_or_map,redirect_to_react_route,/artists/4mr-frank-white,high,4mr Frank White | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ayrosh/,200,preserve_or_map,redirect_to_react_route,/artists/ayrosh,high,Ayrosh | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ayub-ogada/,200,preserve_or_map,redirect_to_react_route,/artists/ayub-ogada,high,Ayub Ogada | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/bahati/,200,preserve_or_map,redirect_to_react_route,/artists/bahati,high,Bahati | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/bensoul/,200,preserve_or_map,redirect_to_react_route,/artists/bensoul,high,Bensoul | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/bien/,200,preserve_or_map,redirect_to_react_route,/artists/bien,high,Bien | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/big-nyagz/,200,preserve_or_map,redirect_to_react_route,/artists/big-nyagz,high,Big Nyagz | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/blinky-bill/,200,preserve_or_map,redirect_to_react_route,/artists/blinky-bill,high,Blinky Bill | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/boutross/,200,preserve_or_map,redirect_to_react_route,/artists/boutross,high,Boutross | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/brandy-maina/,200,preserve_or_map,redirect_to_react_route,/artists/brandy-maina,high,Brandy Maina | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/breeder-lw/,200,preserve_or_map,redirect_to_react_route,/artists/breeder-lw,high,Breeder LW | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/bridget-blue/,200,preserve_or_map,redirect_to_react_route,/artists/bridget-blue,high,Bridget Blue | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/buruklyn-boyz/,200,preserve_or_map,redirect_to_react_route,/artists/buruklyn-boyz,high,BURUKLYN BOYZ | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/caleb-awiti/,200,preserve_or_map,redirect_to_react_route,/artists/caleb-awiti,high,Caleb Awiti | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/charisma/,200,preserve_or_map,redirect_to_react_route,/artists/charisma,high,Charisma | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/chimano/,200,preserve_or_map,redirect_to_react_route,/artists/chimano,high,Chimano | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/chris-kaiga/,200,preserve_or_map,redirect_to_react_route,/artists/chris-kaiga,high,Chris Kaiga | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ciano-maimba/,200,preserve_or_map,redirect_to_react_route,/artists/ciano-maimba,high,Ciano Maimba | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/coster-ojwang/,200,preserve_or_map,redirect_to_react_route,/artists/coster-ojwang,high,Coster Ojwang | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/dj-mura/,200,preserve_or_map,redirect_candidate,/artists/dj-mura,medium,DJ Mura | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/dyana-cods/,200,preserve_or_map,redirect_to_react_route,/artists/dyana-cods,high,Dyana Cods | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/e-sir/,200,preserve_or_map,redirect_to_react_route,/artists/e-sir,high,E-Sir | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/elani/,200,preserve_or_map,redirect_to_react_route,/artists/elani,high,Elani | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/elsy-wameyo/,200,preserve_or_map,redirect_to_react_route,/artists/elsy-wameyo,high,Elsy Wameyo | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/eric-wainaina/,200,preserve_or_map,redirect_to_react_route,/artists/eric-wainaina,high,Eric Wainaina | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ethic/,200,preserve_or_map,redirect_to_react_route,/artists/ethic,high,ETHIC | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/exray-taniua/,200,preserve_or_map,redirect_to_react_route,/artists/exray-taniua,high,Exray Taniua | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/fancy-fingers/,200,preserve_or_map,redirect_to_react_route,/artists/fancy-fingers,high,Fancy Fingers | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/fathermoh/,200,preserve_or_map,redirect_to_react_route,/artists/fathermoh,high,Fathermoh | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/femi-one/,404,legacy_404,intentional_404,,high,404 Not Found,Already 404 on legacy site. Preserve as intentional 404 unless product decides otherwise.
/artist/fena-gitu/,200,preserve_or_map,redirect_to_react_route,/artists/fena-gitu,high,Fena Gitu | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/flier/,200,preserve_or_map,redirect_to_react_route,/artists/flier,high,Flier | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/genes1s/,200,preserve_or_map,redirect_to_react_route,/artists/genes1s,high,Genes1s | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/h_art-the-band/,200,preserve_or_map,redirect_to_react_route,/artists/h_art-the-band,high,H_art The Band | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/israel-onyach/,200,preserve_or_map,redirect_to_react_route,/artists/israel-onyach,high,Israel Onyach | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/iyanii/,200,preserve_or_map,redirect_to_react_route,/artists/iyanii,high,Iyanii | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/joefes/,200,preserve_or_map,redirect_to_react_route,/artists/joefes,high,Joefes | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/jua-cali/,200,preserve_or_map,redirect_to_react_route,/artists/jua-cali,high,Jua Cali | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/juliani/,200,preserve_or_map,redirect_to_react_route,/artists/juliani,high,Juliani | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/june-gachui/,200,preserve_or_map,redirect_to_react_route,/artists/june-gachui,high,June Gachui | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/just-a-band/,200,preserve_or_map,redirect_to_react_route,/artists/just-a-band,high,Just A Band | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kaa-la-moto/,200,preserve_or_map,redirect_to_react_route,/artists/kaa-la-moto,high,Kaa La Moto | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kagwe-mungai/,200,preserve_or_map,redirect_to_react_route,/artists/kagwe-mungai,high,Kagwe Mungai | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kahush/,200,preserve_or_map,redirect_to_react_route,/artists/kahush,high,Kahu$h | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kalamashaka/,200,preserve_or_map,redirect_to_react_route,/artists/kalamashaka,high,Kalamashaka | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/karura-voices/,200,preserve_or_map,redirect_to_react_route,/artists/karura-voices,high,Karura Voices | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/katapilla/,200,preserve_or_map,redirect_to_react_route,/artists/katapilla,high,Katapilla | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kethan/,200,preserve_or_map,redirect_to_react_route,/artists/kethan,high,Kethan | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/khaligraph-jones/,200,preserve_or_map,redirect_to_react_route,/artists/khaligraph-jones,high,Khaligraph Jones | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/king-kaka/,200,preserve_or_map,redirect_to_react_route,/artists/king-kaka,high,King Kaka | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kitu-sewer/,200,preserve_or_map,redirect_to_react_route,/artists/kitu-sewer,high,Kitu Sewer | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kleptomaniax/,200,preserve_or_map,redirect_to_react_route,/artists/kleptomaniax,high,Kleptomaniax | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kodong-klan/,404,legacy_404,intentional_404,,high,Oh no! The page you want is still being created. You could wait here till it&#039;s done or you can do something else… |…,Already 404 on legacy site. Preserve as intentional 404 unless product decides otherwise.
/artist/krg-the-don/,200,preserve_or_map,redirect_to_react_route,/artists/krg-the-don,high,Krg the Don | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/kushman/,200,preserve_or_map,redirect_to_react_route,/artists/kushman,high,Kushman | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/lil-maina/,200,preserve_or_map,redirect_to_react_route,/artists/lil-maina,high,Lil Maina | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/maandy/,200,preserve_or_map,redirect_to_react_route,/artists/maandy,high,Maandy | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/maovete/,200,preserve_or_map,redirect_to_react_route,/artists/maovete,high,Maovete | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/masauti/,200,preserve_or_map,redirect_to_react_route,/artists/masauti,high,Masauti | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mastar-vk/,200,preserve_or_map,redirect_to_react_route,/artists/mastar-vk,high,Mastar VK | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/matata/,200,preserve_or_map,redirect_to_react_route,/artists/matata,high,Matata | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/matt-ngesa/,200,preserve_or_map,redirect_to_react_route,/artists/matt-ngesa,high,Matt Ngesa | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mau-from-nowhere/,200,preserve_or_map,redirect_to_react_route,/artists/mau-from-nowhere,high,mau from nowhere | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/maya-amolo/,200,preserve_or_map,redirect_to_react_route,/artists/maya-amolo,high,Maya Amolo | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mayonde/,200,preserve_or_map,redirect_to_react_route,/artists/mayonde,high,Mayonde | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mbuzi-gang/,200,preserve_or_map,redirect_to_react_route,/artists/mbuzi-gang,high,Mbuzi Gang | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mejja/,200,preserve_or_map,redirect_to_react_route,/artists/mejja,high,Mejja | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mordecai-dex/,200,preserve_or_map,redirect_to_react_route,/artists/mordecai-dex,high,Mordecai Dex | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/muthaka/,200,preserve_or_map,redirect_to_react_route,/artists/muthaka,high,Muthaka | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/mutoriah/,200,preserve_or_map,redirect_to_react_route,/artists/mutoriah,high,Mutoriah | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/nadia-mukami/,200,preserve_or_map,redirect_to_react_route,/artists/nadia-mukami,high,Nadia Mukami | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ndovu-kuu/,200,preserve_or_map,redirect_to_react_route,/artists/ndovu-kuu,high,NDOVU KUU | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/njerae/,200,preserve_or_map,redirect_to_react_route,/artists/njerae,high,Njerae | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/njoki-karu/,200,preserve_or_map,redirect_to_react_route,/artists/njoki-karu,high,Njoki Karu | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/nyashinski/,200,preserve_or_map,redirect_to_react_route,/artists/nyashinski,high,Nyashinski | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ochungulo-family/,200,preserve_or_map,redirect_to_react_route,/artists/ochungulo-family,high,Ochungulo Family | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/octopizzo/,200,preserve_or_map,redirect_to_react_route,/artists/octopizzo,high,Octopizzo | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/okello-max/,200,preserve_or_map,redirect_to_react_route,/artists/okello-max,high,Okello Max | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/otile-brown/,200,preserve_or_map,redirect_to_react_route,/artists/otile-brown,high,Otile Brown | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/polaris-pauline/,200,preserve_or_map,redirect_to_react_route,/artists/polaris-pauline,high,Polaris Pauline | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/rekles/,200,preserve_or_map,redirect_to_react_route,/artists/rekles,high,Rekles | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/sabi-wu/,200,preserve_or_map,redirect_to_react_route,/artists/sabi-wu,high,Sabi Wu | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/sauti-sol/,200,preserve_or_map,redirect_to_react_route,/artists/sauti-sol,high,Sauti Sol | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/savara/,200,preserve_or_map,redirect_to_react_route,/artists/savara,high,Savara | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/savinnah/,200,preserve_or_map,redirect_to_react_route,/artists/savinnah,high,Savinnah | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/scar-mkadinali/,200,preserve_or_map,redirect_to_react_route,/artists/scar-mkadinali,high,Scar Mkadinali | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/serro/,200,preserve_or_map,redirect_to_react_route,/artists/serro,high,SERRO | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/sewersydaa/,200,preserve_or_map,redirect_to_react_route,/artists/sewersydaa,high,Sewersydaa | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/shekinah-karen/,200,preserve_or_map,redirect_to_react_route,/artists/shekinah-karen,high,Shekinah Karen | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/sofiya-nzau/,200,preserve_or_map,redirect_to_react_route,/artists/sofiya-nzau,high,Sofiya Nzau | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/ssaru/,200,preserve_or_map,redirect_to_react_route,/artists/ssaru,high,Ssaru | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
/artist/stacy-kamatu/,200,preserve_or_map,redirect_to_react_route,/artists/stacy-kamatu,high,STACY KAMATU | WAKILISHA,Legacy singular /artist/ route should map to React plural /artists/ route.
